id,timestamp,illuminance,latitude,longitude,altitude,log_illuminance,diameter
8051F5F5-14D5-4D01-A750-86B165D16038,2024-03-27 04:00:04 +0000,0.9,37.43220288446237,-122.17599649914004,28.059152767062187,14.710150042306447,147.10150042306446
61F24341-85A3-4EBB-8A4C-99654EF70805,2024-03-27 04:00:06 +0000,2.2,37.432193311680734,-122.17599899000174,27.58072411827743,15.603967918328545,156.03967918328544
1B95B725-27E8-4DD3-99B8-F593CA145698,2024-03-27 04:00:08 +0000,6.1,37.43217677099577,-122.17598317624424,27.59676101244986,16.623799329143537,166.23799329143537
DA959907-8881-48B5-A48C-D19CAB43FAC6,2024-03-27 04:00:11 +0000,14.7,37.432138911321104,-122.17595847129644,27.889316184446216,17.503358051748965,175.03358051748964
E97C1CC0-1398-46E6-AA7F-1E3E0DFC386B,2024-03-27 04:00:14 +0000,21.4,37.43211570909715,-122.17596454065716,27.5911360187456,17.87890147999208,178.7890147999208
0DBEC4C8-3BB8-4447-9B06-11CB6ADEC245,2024-03-27 04:00:19 +0000,4.0,37.43207714323688,-122.17596573803014,27.07938319724053,16.201804919084164,162.01804919084165
29896F03-4E06-4095-884C-CFCF5928F0E6,2024-03-27 04:00:21 +0000,2.9,37.43205842722476,-122.1759660793582,27.46019847225398,15.880221294956701,158.802212949567
127B52BD-D0BD-476E-8FCE-0ABEA3FC13F7,2024-03-27 04:00:24 +0000,5.4,37.432032735913495,-122.1759653385145,27.26850925758481,16.501909511534503,165.01909511534504
AB68A5DC-1790-4727-9617-F982E4604BDC,2024-03-27 04:00:27 +0000,12.4,37.43200400221614,-122.17596411420826,26.968519932590425,17.333207030575267,173.33207030575267
6F66D88F-7736-4ABE-8A26-E2508B6209AA,2024-03-27 04:00:29 +0000,8.5,37.43198628443133,-122.17596957259332,26.540467244572937,16.955576721460545,169.55576721460545
03877E06-496D-48B5-82EE-654BD10AFEEC,2024-03-27 04:00:31 +0000,3.3,37.43196751073227,-122.17596829005826,26.73619078937918,16.009433026436707,160.09433026436707
DF03DD98-FB71-40B3-A995-2A3807CD6951,2024-03-27 04:00:34 +0000,1.8,37.431939446876896,-122.17596903967582,26.680248820222918,15.403297222866392,154.03297222866394
D69CDF51-70AA-4954-A528-B429F76C2DC0,2024-03-27 04:00:36 +0000,1.3,37.43191824180503,-122.17597325269638,26.7387113571167,15.077874822431765,150.77874822431764
E8E4A98E-5161-4837-BAD7-9A98DC05FE62,2024-03-27 04:00:38 +0000,5.5,37.4318946886844,-122.17597242810142,26.660161974839863,16.5202586502027,165.20258650202697
3042509D-3117-4490-BC8B-BB34F074EFA6,2024-03-27 04:00:43 +0000,13.0,37.43183672762496,-122.17598236157193,26.71491829585284,17.38045991542581,173.80459915425809
2CC6C18E-45A6-484B-A8AF-90F12CEDF117,2024-03-27 04:00:45 +0000,8.4,37.43181629191424,-122.1759848498262,26.82023470383137,16.94374226381354,169.4374226381354
34FEA006-35B8-43D8-9C13-3DE659CC5679,2024-03-27 04:00:48 +0000,3.1,37.43177729240528,-122.17598987615888,26.597100605256852,15.946912669455374,159.46912669455375
5D6AF7B7-9596-415D-B9F5-A2778AA9B8AF,2024-03-27 04:00:54 +0000,20.5,37.43170916426499,-122.17600429200984,27.60011478792876,17.835935444108635,178.35935444108634
45A69658-AC33-40A5-9A6C-A34B969618D5,2024-03-27 04:00:56 +0000,9.3,37.43168883030129,-122.1760159233758,27.74017105065286,17.045524958123483,170.45524958123482
81AE001B-18C0-40FF-9591-4DFF3283C1EB,2024-03-27 04:00:59 +0000,3.3,37.43165377382023,-122.17602491331334,26.969957425259054,16.009433026436707,160.09433026436707
C4DFB06F-A9D2-4046-9FBA-5FE55C1C8676,2024-03-27 04:01:01 +0000,6.5,37.43163700038626,-122.17603884404956,27.52465256210417,16.687312734865866,166.87312734865867
F9383F75-4268-47D5-84BC-FA1DFFF5E937,2024-03-27 04:01:09 +0000,18.8,37.43158544694538,-122.17605904534231,27.858041243627667,17.749367427800177,177.49367427800178
B8D0E220-97A7-42B3-A122-2F2F55BEB4D0,2024-03-27 04:01:11 +0000,13.5,37.4315722247561,-122.17607582387797,27.99257913324982,17.418200243408656,174.18200243408654
